customer_id,customer_since,state,segment,is_active
C0000001,2019-01-26,CA,consumer,True
C0000002,2019-01-11,NC,small_business,True
C0000003,2024-05-16,CO,consumer,True
C0000004,2021-12-28,WA,consumer,True
C0000005,2022-09-19,NV,consumer,True
C0000006,2022-10-23,FL,consumer,True
C0000007,2023-09-11,FL,consumer,True
C0000008,2018-03-25,WA,consumer,True
C0000009,2021-11-18,AZ,consumer,True
C0000010,2019-03-08,AZ,consumer,True
C0000011,2021-03-18,AZ,consumer,True
C0000012,2025-06-03,UT,consumer,True
C0000013,2022-05-19,NY,small_business,True
C0000014,2018-07-25,NC,consumer,True
C0000015,2022-05-04,NC,consumer,True
C0000016,2019-01-14,AZ,small_business,True
C0000017,2024-01-12,IL,consumer,True
C0000018,2025-08-01,IL,consumer,True
C0000019,2025-10-30,CO,consumer,True
C0000020,2022-12-21,WA,consumer,True
C0000021,2024-12-10,GA,small_business,False
C0000022,2020-12-13,WA,consumer,True
C0000023,2019-03-02,NY,consumer,True
C0000024,2022-02-02,GA,consumer,True
C0000025,2021-07-19,IL,small_business,True
C0000026,2023-04-20,FL,consumer,True
C0000027,2025-12-14,AZ,small_business,True
C0000028,2020-03-14,FL,consumer,True
C0000029,2024-11-03,FL,consumer,True
C0000030,2019-02-07,AZ,consumer,True
C0000031,2020-10-12,CO,consumer,False
C0000032,2024-04-20,CA,consumer,True
C0000033,2019-12-25,TX,consumer,True
C0000034,2023-05-12,CA,consumer,True
C0000035,2021-09-02,FL,consumer,True
C0000036,2022-02-05,AZ,consumer,True
C0000037,2025-07-11,GA,consumer,True
C0000038,2024-07-12,UT,consumer,True
C0000039,2024-09-16,NY,consumer,True
C0000040,2022-05-23,NC,consumer,True
C0000041,2025-11-08,FL,consumer,True
C0000042,2025-11-04,CA,consumer,True
C0000043,2019-01-30,WA,consumer,True
C0000044,2019-08-21,CO,consumer,True
C0000045,2020-06-19,CO,consumer,True
C0000046,2022-06-05,NV,consumer,True
C0000047,2024-08-02,AZ,consumer,True
C0000048,2021-11-13,GA,consumer,True
C0000049,2025-11-12,IL,enterprise,True
C0000050,2020-10-28,CA,small_business,True
C0000051,2025-06-03,UT,consumer,True
C0000052,2022-09-24,FL,consumer,True
C0000053,2023-10-06,WA,consumer,True
C0000054,2019-11-19,NV,consumer,True
C0000055,2022-09-25,NC,enterprise,True
C0000056,2024-05-31,UT,consumer,True
C0000057,2025-02-02,GA,consumer,True
C0000058,2024-12-07,GA,consumer,True
C0000059,2025-09-25,TX,consumer,True
C0000060,2019-01-11,UT,small_business,True
C0000061,2024-03-23,GA,consumer,True
C0000062,2021-09-25,NC,consumer,False
C0000063,2023-06-26,NC,consumer,True
C0000064,2020-03-20,FL,small_business,True
C0000065,2018-02-12,NC,consumer,True
C0000066,2018-08-31,NV,consumer,True
C0000067,2025-10-11,AZ,consumer,True
C0000068,2025-03-01,UT,consumer,True
C0000069,2020-06-05,CA,consumer,True
C0000070,2021-06-09,NY,consumer,True
C0000071,2019-12-05,TX,consumer,True
C0000072,2019-03-08,NV,consumer,True
C0000073,2024-11-08,AZ,small_business,True
C0000074,2023-05-21,GA,consumer,True
C0000075,2018-08-12,NV,consumer,False
C0000076,2019-08-14,AZ,consumer,True
C0000077,2022-07-05,CO,small_business,True
C0000078,2025-03-17,NV,consumer,True
C0000079,2025-12-18,NY,consumer,True
C0000080,2019-09-27,NY,consumer,True
C0000081,2022-11-21,NC,consumer,True
C0000082,2018-04-07,GA,small_business,True
C0000083,2019-05-25,NV,consumer,True
C0000084,2019-08-10,NY,consumer,True
C0000085,2021-07-14,GA,enterprise,True
C0000086,2020-10-06,UT,consumer,True
C0000087,2023-10-24,GA,consumer,True
C0000088,2021-10-01,UT,small_business,True
C0000089,2020-09-16,NC,small_business,True
C0000090,2025-03-30,AZ,consumer,True
C0000091,2023-01-01,CA,consumer,True
C0000092,2023-07-30,NC,consumer,True
C0000093,2023-12-19,GA,consumer,True
C0000094,2020-09-17,NV,consumer,True
C0000095,2025-02-15,TX,consumer,True
C0000096,2018-02-19,UT,consumer,True
C0000097,2020-06-14,UT,consumer,True
C0000098,2019-04-12,NV,consumer,True
C0000099,2018-01-12,CA,consumer,True
C0000100,2025-12-19,NV,consumer,True
C0000101,2018-09-20,CO,consumer,True
C0000102,2021-09-04,FL,consumer,False
C0000103,2024-07-21,NC,consumer,True
C0000104,2023-07-11,FL,consumer,True
C0000105,2024-11-06,CA,consumer,True
C0000106,2018-06-09,UT,consumer,True
C0000107,2021-12-22,CA,consumer,True
C0000108,2018-04-10,CA,consumer,True
C0000109,2019-07-14,AZ,consumer,True
C0000110,2024-10-05,IL,consumer,True
C0000111,2018-08-02,CA,small_business,True
C0000112,2022-09-13,IL,consumer,True
C0000113,2018-02-28,CO,consumer,True
C0000114,2020-06-20,UT,consumer,True
C0000115,2025-06-16,UT,consumer,False
C0000116,2020-07-15,FL,consumer,True
C0000117,2020-06-21,NV,small_business,True
C0000118,2018-09-18,NC,consumer,True
C0000119,2024-03-12,WA,consumer,True
C0000120,2019-05-20,NV,consumer,True
C0000121,2021-12-27,NV,consumer,True
C0000122,2018-03-13,GA,consumer,True
C0000123,2018-03-06,FL,consumer,True
C0000124,2024-09-16,NV,consumer,True
C0000125,2018-01-23,NV,consumer,False
C0000126,2021-09-23,AZ,consumer,True
C0000127,2021-06-01,AZ,consumer,True
C0000128,2019-01-07,FL,consumer,True
C0000129,2023-02-27,FL,consumer,True
C0000130,2023-11-29,TX,consumer,True
C0000131,2025-11-16,IL,consumer,False
C0000132,2019-07-26,IL,consumer,True
C0000133,2025-05-19,NC,consumer,True
C0000134,2018-06-30,UT,consumer,True
C0000135,2019-02-17,FL,consumer,True
C0000136,2022-10-14,TX,consumer,True
C0000137,2024-12-07,GA,consumer,False
C0000138,2025-02-28,TX,enterprise,True
C0000139,2023-12-01,IL,consumer,True
C0000140,2018-03-20,WA,consumer,True
C0000141,2021-05-03,GA,consumer,True
C0000142,2024-06-08,UT,consumer,True
C0000143,2022-03-22,FL,enterprise,True
C0000144,2019-07-10,IL,small_business,True
C0000145,2023-06-12,FL,enterprise,True
C0000146,2018-09-29,WA,consumer,True
C0000147,2023-07-30,CO,small_business,True
C0000148,2018-02-22,FL,small_business,True
C0000149,2020-11-18,NY,consumer,True
C0000150,2020-05-05,NV,consumer,True
C0000151,2025-07-07,IL,consumer,True
C0000152,2023-10-25,CA,small_business,True
C0000153,2023-03-29,AZ,consumer,True
C0000154,2021-12-11,TX,small_business,True
C0000155,2020-04-17,GA,consumer,True
C0000156,2024-10-26,NY,consumer,True
C0000157,2025-07-26,FL,consumer,True
C0000158,2019-09-27,AZ,small_business,True
C0000159,2019-12-15,UT,consumer,True
C0000160,2020-07-09,CO,consumer,True
C0000161,2021-10-24,WA,consumer,True
C0000162,2020-01-24,CA,consumer,True
C0000163,2021-03-26,NC,consumer,True
C0000164,2025-10-27,NV,consumer,True
C0000165,2020-12-10,WA,small_business,True
C0000166,2025-07-10,NY,consumer,True
C0000167,2022-01-08,AZ,small_business,True
C0000168,2020-09-21,WA,consumer,True
C0000169,2025-06-25,TX,enterprise,True
C0000170,2021-06-27,WA,consumer,True
C0000171,2024-03-09,WA,consumer,False
C0000172,2020-07-06,TX,consumer,True
C0000173,2025-12-27,FL,consumer,True
C0000174,2023-12-20,NC,consumer,True
C0000175,2025-01-06,NV,consumer,True
C0000176,2018-04-27,NC,small_business,True
C0000177,2018-11-10,WA,small_business,False
C0000178,2018-07-16,UT,consumer,True
C0000179,2022-04-02,GA,consumer,True
C0000180,2021-03-25,CA,consumer,True
C0000181,2025-10-29,CA,consumer,True
C0000182,2019-12-17,NV,small_business,True
C0000183,2019-05-09,TX,small_business,True
C0000184,2024-10-04,IL,consumer,True
C0000185,2020-06-01,WA,consumer,True
C0000186,2023-12-07,NY,consumer,True
C0000187,2020-04-25,WA,enterprise,True
C0000188,2022-05-13,CA,small_business,True
C0000189,2018-08-26,FL,consumer,True
C0000190,2023-04-16,NV,consumer,True
C0000191,2025-04-28,WA,consumer,True
C0000192,2023-07-15,UT,consumer,True
C0000193,2025-01-10,CO,consumer,False
C0000194,2024-03-30,NY,consumer,False
C0000195,2022-07-14,TX,consumer,True
C0000196,2025-06-01,FL,consumer,True
C0000197,2021-10-31,UT,consumer,True
C0000198,2019-03-14,NC,small_business,True
C0000199,2022-06-11,FL,consumer,False
C0000200,2023-01-03,CA,consumer,True
C0000201,2019-05-30,WA,consumer,True
C0000202,2019-02-24,FL,consumer,True
C0000203,2023-04-22,AZ,consumer,True
C0000204,2021-07-17,WA,consumer,True
C0000205,2021-11-06,CA,small_business,True
C0000206,2024-04-14,UT,consumer,True
C0000207,2023-06-25,CA,consumer,True
C0000208,2025-02-25,FL,small_business,True
C0000209,2019-05-04,TX,consumer,True
C0000210,2024-01-26,UT,small_business,True
C0000211,2022-04-28,GA,consumer,True
C0000212,2018-04-14,CA,consumer,True
C0000213,2018-07-25,FL,consumer,True
C0000214,2020-11-15,AZ,consumer,False
C0000215,2023-02-12,UT,small_business,True
C0000216,2019-04-22,CA,consumer,True
C0000217,2022-05-10,IL,small_business,True
C0000218,2025-12-26,NY,consumer,True
C0000219,2019-02-21,WA,consumer,False
C0000220,2019-02-25,NV,consumer,True
C0000221,2025-09-22,UT,consumer,True
C0000222,2019-12-15,TX,small_business,True
C0000223,2024-12-28,CA,consumer,True
C0000224,2020-11-09,CA,small_business,True
C0000225,2024-01-18,AZ,consumer,True
C0000226,2018-06-27,NC,consumer,True
C0000227,2023-01-22,GA,consumer,True
C0000228,2024-12-16,WA,consumer,True
C0000229,2020-09-14,WA,consumer,True
C0000230,2023-02-02,CO,consumer,True
C0000231,2019-09-20,IL,consumer,True
